Prince 5, Monthly Means,,,,
year,month,depth,temperature,salinity,sigmaTheta
1944,7,0,9.6,31.69,24.43
1944,7,10,8.41,32,24.86
1944,7,25,8,32,24.92
1944,7,50,7.8,32.01,24.96
1944,7,75,6.99,32.29,25.29
1944,7,90,6.04,32.2,25.34
1944,8,0,11.3,32.39,24.69
1944,8,10,10.29,32.29,24.79
1944,8,25,10,32.38,24.91
1944,8,50,9.79,32.38,24.94
1944,8,75,8.5,32.81,25.48
1944,8,90,8.23,32.72,25.45
1944,9,0,12,32.54,24.68
1944,9,10,11.52,32.54,24.77
1944,9,25,10.99,32.6,24.91
1944,9,50,10.99,32.72,25
1944,9,75,10.8,32.9,25.18
1944,9,90,9.71,33.08,25.5
1944,10,0,11.6,32.6,24.8
1944,10,10,11.4,32.6,24.84
1944,10,25,11.4,32.72,24.93
1944,10,50,11.2,32.77,25
1944,10,75,11,32.92,25.16
1944,10,90,10.37,33.24,25.52
1944,11,0,8.9,32.47,25.15
1944,11,10,8.91,32.54,25.21
1944,11,25,8.95,32.54,25.2
1944,11,50,8.98,32.61,25.25
1944,11,75,9.06,32.9,25.46
1944,11,90,9.17,32.9,25.45
1945,1,0,3.2,31.73,25.26
1945,1,10,3.4,31.76,25.27
1945,1,25,3.48,31.78,25.27
1945,1,50,3.52,31.76,25.25
1945,1,75,3.68,31.85,25.31
1945,1,90,4.01,31.87,25.3
1945,3,0,2.8,31.46,25.08
1945,3,10,2.5,31.53,25.16
1945,3,25,2.5,31.53,25.16
1945,3,50,2.45,31.55,25.18
1945,3,75,2.45,31.6,25.22
1945,3,90,2.45,31.78,25.36
1945,4,0,3.5,31.31,24.9
1945,4,10,3.35,31.33,24.93
1945,4,25,3.36,31.33,24.93
1945,4,50,3.32,31.35,24.95
1945,4,75,3.18,31.51,25.08
1945,4,90,3.1,31.92,25.42
1945,5,0,4.8,30.7,24.29
1945,5,10,4.75,30.77,24.35
1945,5,25,4.75,30.79,24.37
1945,5,50,4.48,31.18,24.7
1945,5,75,4.22,31.2,24.74
1945,5,90,4.2,31.8,25.22
1945,6,0,7.2,31.22,24.42
1945,6,10,6.82,31.2,24.45
1945,6,25,6.38,31.47,24.72
1945,6,50,6,31.64,24.9
1945,6,75,5.54,31.94,25.19
1945,6,90,5.44,32.18,25.39
1945,7,0,9.5,-99,-99
1945,7,10,9.1,31.4,24.29
1945,7,25,8.74,31.47,24.39
1945,7,50,8.4,31.55,24.51
1945,7,75,7.39,31.96,24.97
1945,7,90,7.21,32.07,25.08
1945,8,0,11.8,31.65,24.03
1945,8,10,10.58,31.8,24.36
1945,8,25,10.22,31.85,24.46
1945,8,50,9.84,31.89,24.55
1945,8,75,8.31,32.45,25.23
1945,8,90,8.16,32.52,25.3
1945,9,0,11.55,31.935,24.29
1945,9,10,11.69,31.95,24.28
1945,9,25,11.264,32.0795,24.458
1945,9,50,10.92,32.155,24.575
1945,9,75,10.1965,32.3305,24.832
1945,9,90,9.83,32.54,25.06
1945,10,0,10.8,-99,-99
1945,10,10,10.6,-99,-99
1945,10,25,10.45,-99,-99
1945,10,50,10.3,-99,-99
1945,10,75,9.74,-99,-99
1945,10,90,9.29,-99,-99
1946,3,0,1.7,31.44,25.14
1946,3,10,1.75,31.33,25.05
1946,3,25,1.8,31.47,25.16
1946,3,50,1.8,31.58,25.25
1946,3,75,1.9,31.71,25.34
1946,3,90,2.09,31.87,25.46
1946,4,0,3.1,31.44,25.04
1946,4,10,3,31.46,25.06
1946,4,25,2.85,31.46,25.07
1946,4,50,2.85,31.64,25.22
1946,4,75,2.92,31.67,25.23
1946,4,90,3,31.86,25.38
1946,5,0,4.5,30.86,24.45
1946,5,10,4.15,31.04,24.62
1946,5,25,4.05,31.26,24.81
1946,5,50,4,31.4,24.92
1946,5,75,3.42,31.73,25.24
1946,5,90,3.42,31.8,25.3
1946,6,0,7,31.4,24.58
1946,6,10,6.55,31.4,24.64
1946,6,25,6.45,31.4,24.65
1946,6,50,6.3,31.49,24.74
1946,6,75,5.55,31.76,25.05
1946,6,90,5.24,31.92,25.21
1946,7,0,9.4,31.65,24.43
1946,7,10,9.05,31.6,24.45
1946,7,25,8.85,31.73,24.58
1946,7,50,8.5,31.74,24.64
1946,7,75,8.28,31.83,24.75
1946,7,90,6.59,32.5,25.5
1946,8,0,11.2,31.92,24.34
1946,8,10,10.5,31.89,24.44
1946,8,25,10.21,31.96,24.54
1946,8,50,9.08,32.31,25
1946,8,75,8.18,32.54,25.32
1946,8,90,8.08,32.61,25.39
1946,9,0,12,31.98,24.25
1946,9,10,11.8,32.03,24.32
1946,9,25,11.1,32.27,24.63
1946,9,50,10.71,32.29,24.72
1946,9,75,10.18,32.54,25
1946,9,90,9.45,32.7,25.25
1946,10,0,11.5,32.5,24.74
1946,10,10,11.35,32.45,24.73
1946,10,25,11.3,32.47,24.75
1946,10,50,11.2,32.5,24.79
1946,10,75,11,32.61,24.92
1946,10,90,11,32.63,24.93
1946,11,0,9.6,32.77,25.28
1946,11,10,8.83,32.74,25.38
1946,11,25,8.28,32.68,25.41
1946,11,50,8.49,32.77,25.45
1946,11,75,-99,32.79,-99
1946,11,90,-99,32.81,-99
1946,12,0,7.7,32.84,25.62
1946,12,10,7.8,32.84,25.61
1946,12,25,7.8,32.84,25.61
1946,12,50,7.75,32.86,25.63
1946,12,75,7.6,32.86,25.65
1946,12,90,7.6,32.86,25.65
1947,1,0,4.2,32.79,26.01
1947,1,10,5.06,32.86,25.97
1947,1,25,5.01,32.86,25.98
1947,1,50,5,32.86,25.98
1947,1,75,5.01,32.86,25.98
1947,1,90,4.82,32.86,26
1947,2,0,2.3,32.36,25.83
1947,2,10,2.7,32.47,25.89
1947,2,25,2.9,32.47,25.87
1947,2,50,2.95,32.47,25.87
1947,2,75,2.95,-99,-99
1947,2,90,2.95,32.47,25.87
1947,3,10,2.15,31.82,25.41
1947,3,25,2.18,31.89,25.47
1947,3,50,2.2,31.85,25.43
1947,3,75,2.2,31.89,25.47
1947,3,90,2.4,32.1,25.62
1947,4,0,3.2,29.96,23.85
1947,4,10,3.1,31.27,24.9
1947,4,25,3.1,31.44,25.04
1947,4,50,3.1,31.78,25.31
1947,4,75,3,31.92,25.43
1947,4,90,3,32.09,25.56
1947,5,0,5.1,30.88,24.4
1947,5,10,4.6,31.18,24.69
1947,5,25,4.4,31.22,24.74
1947,5,50,4.4,31.35,24.84
1947,5,75,4.4,31.96,25.33
1947,5,90,4.4,31.98,25.34
1947,6,0,8,28.87,22.46
1947,6,10,7.05,29.96,23.45
1947,6,25,6.79,30.3,23.75
1947,6,50,6.39,30.95,24.31
1947,6,75,5.97,31.87,25.08
1947,6,90,5.94,32.18,25.33
1947,7,0,10.1,31.56,24.25
1947,7,10,9.4,31.53,24.34
1947,7,25,9.1,31.55,24.4
1947,7,50,8.74,31.82,24.67
1947,7,75,7.83,32.43,25.28
1947,7,90,7.78,32.66,25.47
1947,8,0,12.1,31.87,24.14
1947,8,10,11.6,31.98,24.32
1947,8,25,11.41,32.23,24.55
1947,8,50,11.1,32.29,24.65
1947,8,75,10.37,32.52,24.95
1947,8,90,9.17,32.95,25.49
1947,9,0,13.2,32.23,24.21
1947,9,10,13,32.39,24.37
1947,9,25,12.65,32.66,24.65
1947,9,50,12.2,32.66,24.74
1947,9,75,11.39,32.83,25.02
1947,9,90,10.78,33.24,25.44
1947,10,0,12.6,32.97,24.9
1947,10,10,12.2,32.97,24.98
1947,10,25,12,32.97,25.01
1947,10,50,11.95,32.97,25.02
1947,10,75,11.59,33.15,25.23
1947,10,90,11.39,33.17,25.28
1947,11,0,9.9,-99,-99
1947,11,10,9.86,-99,-99
1947,11,25,10.05,-99,-99
1947,11,50,10.1,-99,-99
1947,11,75,10.16,-99,-99
1947,11,90,10.15,-99,-99
1947,12,0,7.5,32.9,25.7
1947,12,10,7.85,32.95,25.69
1947,12,25,7.75,32.97,25.72
1947,12,50,7.45,32.95,25.74
1947,12,75,6.95,32.95,25.81
1947,12,90,6.64,32.86,25.78
1948,1,0,4.1,32.83,26.05
1948,1,10,4.4,32.83,26.02
1948,1,25,4.05,32.77,26.01
1948,1,50,4.05,32.79,26.02
1948,1,75,4,32.77,26.01
1948,1,90,3.95,32.79,26.03
1948,2,0,1.9,32.63,26.08
1948,2,10,2,32.61,26.06
1948,2,25,1.9,32.61,26.06
1948,2,50,1.62,32.61,26.08
1948,2,75,1.39,32.61,26.1
1948,2,90,1.55,32.61,26.09
1948,3,0,0.2,32.29,25.91
1948,3,10,0.78,32.29,25.88
1948,3,25,0.75,32.36,25.94
1948,3,50,0.7,32.34,25.92
1948,3,75,0.81,32.36,25.93
1948,3,90,0.81,32.27,25.86
1948,4,0,2.1,31.74,25.35
1948,4,10,1.85,31.74,25.37
1948,4,25,1.82,31.76,25.39
1948,4,50,1.65,31.89,25.5
1948,4,75,1.65,31.92,25.53
1948,4,90,1.65,32,25.59
1948,5,0,4.2,30.62,24.28
1948,5,10,3.74,30.79,24.46
1948,5,25,3.42,30.99,24.65
1948,5,50,3.03,31.36,24.98
1948,5,75,2.68,31.51,25.13
1948,5,90,2.23,31.71,25.32
1948,6,0,5.6,31,24.44
1948,6,10,5.35,31,24.47
1948,6,25,4.92,31.22,24.69
1948,6,50,4.75,31.44,24.88
1948,6,75,4.61,31.53,24.97
1948,6,90,4.25,32.01,25.38
1948,7,0,9.4,31.24,24.11
1948,7,10,8.39,31.27,24.29
1948,7,25,8.39,31.31,24.32
1948,7,50,7.69,31.38,24.48
1948,7,75,7.39,31.51,24.62
1948,7,90,6.74,31.67,24.83
1948,8,0,9.7,31.74,24.46
1948,8,10,9.75,31.78,24.48
1948,8,25,9.1,31.82,24.61
1948,8,50,8,32,24.92
1948,8,75,7.74,32.16,25.08
1948,8,90,7.23,32.3,25.26
1948,9,0,10.9,32.09,24.53
1948,9,10,10.57,32.09,24.59
1948,9,25,10.25,32.1,24.65
1948,9,50,9.71,32.25,24.85
1948,9,75,9.49,32.27,24.9
1948,9,90,8.39,32.52,25.27
1948,10,0,10.5,30.81,23.6
1948,10,10,10.4,32.29,24.77
1948,10,25,10.38,32.29,24.77
1948,10,50,9.85,32.43,24.97
1948,10,75,9.69,32.48,25.04
1948,10,90,9.22,32.54,25.16
1948,11,0,9.5,32.18,24.83
1948,11,10,9.46,32.16,24.82
1948,11,25,9.42,32.18,24.85
1948,11,50,9.4,32.27,24.92
1948,11,75,9.38,32.27,24.92
1948,11,90,9.32,32.36,25
1948,12,0,7.2,32.21,25.2
1948,12,10,7.31,32.2,25.17
1948,12,25,7.41,32.2,25.16
1948,12,50,7.41,32.2,25.16
1948,12,75,7.61,32.25,25.17
1948,12,90,7.71,32.29,25.19
1949,1,0,4.8,31.42,24.86
1949,1,10,5.46,31.64,24.96
1949,1,25,5.51,31.67,24.98
1949,1,50,5.51,31.71,25.01
1949,1,75,6.01,31.98,25.17
1949,1,90,6.1,32.09,25.24
1949,2,0,3.14,31.85,25.36
1949,2,10,3.2,31.85,25.35
1949,2,25,3.3,31.85,25.35
1949,2,50,3.58,31.94,25.39
1949,2,75,3.7,31.94,25.38
1949,2,90,4.15,32.07,25.44
1949,3,0,2.06,31.67,25.3
1949,3,10,2.2,31.67,25.29
1949,3,25,2.25,31.67,25.29
1949,3,50,2.4,31.74,25.33
1949,3,75,2.42,31.74,25.33
1949,3,90,2.6,31.83,25.39
1949,4,0,3.52,31.4,24.97
1949,4,10,3.5,31.4,24.97
1949,4,25,3.55,31.4,24.97
1949,4,50,3.55,31.47,25.02
1949,4,75,3.6,31.74,25.23
1949,4,90,3.65,31.74,25.23
1949,5,0,5.1,31.33,24.76
1949,5,10,4.8,31.4,24.84
1949,5,25,4.7,31.4,24.85
1949,5,50,4.6,31.47,24.92
1949,5,75,4.5,31.56,25
1949,5,90,4.45,31.56,25.01
1949,6,0,7.7,31.69,24.72
1949,6,10,7.4,31.69,24.76
1949,6,25,7.38,31.71,24.78
1949,6,50,7.35,31.74,24.81
1949,6,75,6.84,31.85,24.96
1949,6,90,7.15,31.94,24.99
1949,7,0,11.2,31.89,24.32
1949,7,10,9.83,31.94,24.59
1949,7,25,9.62,32.03,24.7
1949,7,50,9.6,32.03,24.7
1949,7,75,9.5,32.03,24.72
1949,7,90,8.59,32.29,25.06
1949,8,0,12.84,32.2,24.26
1949,8,10,12.75,32.2,24.27
1949,8,25,12.58,32.3,24.38
1949,8,50,11.37,32.56,24.81
1949,8,75,11.18,32.61,24.88
1949,8,90,10.43,32.81,25.17
1949,9,0,13.24,32.74,24.6
1949,9,10,13.1,32.77,24.65
1949,9,25,13,32.79,24.68
1949,9,50,12.85,32.81,24.73
1949,9,75,12.5,32.92,24.88
1949,9,90,11.48,33.22,25.3
1949,10,0,12.42,32.84,24.83
1949,10,10,12.4,32.84,24.84
1949,10,25,12.2,32.99,24.99
1949,10,50,12.15,32.99,25
1949,10,75,12.3,33.08,25.04
1949,10,90,11.84,33.19,25.21
1949,11,0,10.4,32.95,25.28
1949,11,10,10.7,32.9,25.19
1949,11,25,10.8,32.97,25.23
1949,11,50,11,33.03,25.24
1949,11,75,11,33.12,25.31
1949,11,90,11.16,33.22,25.36
1949,12,0,6.2,31.87,25.06
1949,12,10,7.81,32.56,25.39
1949,12,25,7.81,32.56,25.39
1949,12,50,7.81,32.56,25.39
1949,12,75,8.39,32.74,25.44
1949,12,90,9.36,33.03,25.52
1950,1,0,5.85,32.63,25.7
1950,1,10,6.51,32.63,25.62
1950,1,25,6.53,32.63,25.61
1950,1,50,6.58,32.63,25.61
1950,1,75,6.71,32.7,25.65
1950,1,90,6.62,32.74,25.69
1950,2,0,3.43,32.38,25.76
1950,2,10,3.6,32.38,25.74
1950,2,25,3.75,32.43,25.77
1950,2,50,3.8,32.43,25.76
1950,2,75,4.15,32.47,25.76
1950,2,90,4.2,32.47,25.75
1950,3,0,2.15,32.52,25.97
1950,3,10,2.4,32.52,25.95
1950,3,25,2.4,32.52,25.95
1950,3,50,2.5,32.52,25.95
1950,3,75,2.55,32.52,25.94
1950,3,90,2.62,32.56,25.97
1950,4,0,2.1,31.94,25.51
1950,4,10,2.15,31.94,25.51
1950,4,25,2.15,31.94,25.51
1950,4,50,2.3,32.05,25.59
1950,4,75,2.5,32.27,25.75
1950,4,90,2.8,32.61,25.99
1950,5,0,4.3,31.53,25
1950,5,10,3.62,31.87,25.33
1950,5,25,3.55,31.87,25.34
1950,5,50,3.45,31.91,25.38
1950,5,75,3.5,32.23,25.63
1950,5,90,3.5,32.36,25.73
1950,6,0,7.6,31.74,24.77
1950,6,10,6.85,31.74,24.87
1950,6,25,6.3,31.85,25.03
1950,6,50,6.25,31.85,25.03
1950,6,75,5.84,31.91,25.13
1950,6,90,5.34,32.21,25.43
1950,7,0,9.75,31.67,24.39
1950,7,10,9.1,31.67,24.5
1950,7,25,8.69,31.8,24.66
1950,7,50,8.09,32,24.91
1950,7,75,7.17,32.5,25.43
1950,7,90,7.04,32.56,25.49
1950,8,0,11.35,32.07,24.43
1950,8,10,11.25,32.12,24.49
1950,8,25,11.05,32.12,24.53
1950,8,50,10.4,32.18,24.68
1950,8,75,8.39,32.83,25.51
1950,8,90,8.13,32.99,25.68
1950,9,0,11.15,32.5267,24.8233
1950,9,10,11.2,32.5233,24.8117
1950,9,25,11.2333,32.4575,24.721
1950,9,50,11.2833,32.4775,24.735
1950,9,75,11.5,32.39,24.65
1950,9,90,11.15,32.54,24.83
1950,10,0,10.65,32.66,25.02
1950,10,10,10.75,32.66,25
1950,10,25,10.75,32.66,25
1950,10,50,10.75,32.66,25
1950,10,75,10.35,32.84,25.21
1950,10,90,10.2,32.92,25.29
1950,11,0,9.65,32.68,25.2
1950,11,10,9.7,32.68,25.19
1950,11,25,9.75,32.68,25.18
1950,11,50,9.75,32.68,25.18
1950,11,75,9.75,32.68,25.18
1950,11,90,9.75,32.68,25.18
1950,12,0,7.9,30.79,23.98
1950,12,10,8.19,31.2,24.26
1950,12,25,8.25,31.36,24.38
1950,12,50,8.3,31.49,24.48
1950,12,75,8.3,31.62,24.58
1950,12,90,8.55,32.36,25.12
1951,1,0,5.9,31.96,25.16
1951,1,10,6.1,31.96,25.14
1951,1,25,6.15,32.12,25.26
1951,1,50,6.4,32.12,25.23
1951,1,75,6.55,32.16,25.24
1951,1,90,6.6,32.2,25.27
1951,2,0,3.7,31.83,25.29
1951,2,10,3.85,31.83,25.28
1951,2,25,3.85,31.83,25.28
1951,2,50,3.9,31.83,25.27
1951,2,75,3.9,31.89,25.32
1951,2,90,4.25,31.96,25.34
1951,3,0,3.45,31.73,25.24
1951,3,10,3.6,31.78,25.26
1951,3,25,3.6,31.8,25.28
1951,3,50,3.65,31.8,25.27
1951,3,75,3.65,31.82,25.29
1951,3,90,3.85,31.96,25.38
1951,4,0,4.65,30.28,23.97
1951,4,10,4.55,30.35,24.04
1951,4,25,4.5,30.37,24.06
1951,4,50,4.5,30.46,24.13
1951,4,75,4.42,30.84,24.44
1951,4,90,4.5,31.53,24.98
1951,5,0,5.8,30.81,24.27
1951,5,10,5.78,30.81,24.27
1951,5,25,5.63,30.88,24.34
1951,5,50,5.5,30.99,24.44
1951,5,75,5.45,31.04,24.49
1951,5,90,5.4,31.11,24.55
1951,6,0,7.68,30.88,24.08
1951,6,10,7.62,30.86,24.08
1951,6,25,7.55,30.9,24.12
1951,6,50,7.55,30.9,24.12
1951,6,75,7.32,30.91,24.16
1951,6,90,7.19,31.15,24.36
1951,7,0,10.75,30.82,23.57
1951,7,10,10.55,30.88,23.65
1951,7,25,10.25,30.97,23.77
1951,7,50,9.89,31.04,23.88
1951,7,75,8.94,31.24,24.18
1951,7,90,8.59,31.46,24.41
1951,8,0,12.95,31,23.31
1951,8,10,12.1,31.02,23.48
1951,8,25,11.71,31.15,23.65
1951,8,50,11.48,31.31,23.82
1951,8,75,11.25,31.35,23.89
1951,8,90,9.39,32,24.71
1951,9,0,13.39,32.01,24
1951,9,10,12.6,32.05,24.19
1951,9,25,12.42,32.12,24.27
1951,9,50,12,32.34,24.52
1951,9,75,11.69,32.45,24.67
1951,9,90,10.68,32.86,25.17
1951,10,0,12.02,32.34,24.52
1951,10,10,12.12,32.39,24.54
1951,10,25,12.12,32.47,24.6
1951,10,50,11.8,32.54,24.72
1951,10,75,11.4,32.84,25.02
1951,10,90,10.88,33.22,25.41
1951,11,0,10.7,32.1,24.57
1951,11,10,10.3,32.25,24.76
1951,11,25,10.25,32.36,24.85
1951,11,50,10.3,32.39,24.86
1951,11,75,10.5,32.7,25.07
1951,11,90,10.6,32.75,25.09
1951,12,0,8.02,32.84,25.58
1951,12,10,8.06,32.83,25.56
1951,12,25,8.11,32.79,25.52
1951,12,50,8.1,32.77,25.51
1951,12,75,8.15,32.81,25.53
1951,12,90,8.39,32.84,25.52
1952,1,0,5.65,32.36,25.51
1952,1,10,5.85,32.34,25.47
1952,1,25,6,32.38,25.48
1952,1,50,6.25,32.47,25.52
1952,1,75,6.39,32.61,25.62
1952,1,90,7.01,32.84,25.72
1952,3,0,-99,31.67,-99
1952,3,10,-99,31.7,-99
1952,3,25,2.8,31.74,25.3
1952,3,50,2.8,31.78,25.33
1952,3,75,2.9,31.8,25.34
1952,3,90,3,31.83,25.36
1952,4,0,3.08,30.97,24.66
1952,4,10,3,30.99,24.69
1952,4,25,2.88,31.17,24.84
1952,4,50,2.8,31.33,24.97
1952,4,75,2.71,31.36,25
1952,4,90,2.69,31.53,25.14
1952,5,0,5.55,30.1,23.73
1952,5,10,5.2,30.35,23.97
1952,5,25,5.12,30.52,24.11
1952,5,50,4.59,31.13,24.65
1952,5,75,4.45,31.17,24.7
1952,5,90,4.21,31.44,24.94
1952,6,0,7.22,30.82,24.1
1952,6,10,6.88,30.95,24.25
1952,6,25,6.6,30.99,24.31
1952,6,50,6.5,31.2,24.49
1952,6,75,6.47,31.17,24.47
1952,6,90,5.84,31.55,24.85
1952,7,0,9.55,31.46,24.26
1952,7,10,9.45,31.38,24.22
1952,7,25,9.41,31.36,24.21
1952,7,50,9.01,31.51,24.39
1952,7,75,8.79,31.6,24.49
1952,7,90,8.23,31.69,24.64
1952,8,0,11.15,31.78,24.24
1952,8,10,11.09,31.83,24.29
1952,8,25,10.77,31.87,24.38
1952,8,50,10.74,32.03,24.51
1952,8,75,9.77,32.12,24.74
1952,8,90,9.11,32.32,25
1952,9,0,11.71,32.18,24.45
1952,9,10,11.15,32.18,24.55
1952,9,25,11.3,32.16,24.51
1952,9,50,10.99,32.18,24.58
1952,9,75,10.81,32.16,24.6
1952,9,90,9.18,32.66,25.26
1952,10,0,11.05,32.34,24.7
1952,10,10,11.19,32.38,24.7
1952,10,25,11.21,32.36,24.68
1952,10,50,11.21,32.32,24.65
1952,10,75,10.62,32.61,24.98
1952,10,90,10.52,32.61,25
1952,11,0,8.2,32.68,25.42
1952,11,10,8.4,32.66,25.38
1952,11,25,8.39,32.66,25.38
1952,11,50,8.39,32.65,25.37
1952,11,75,8.48,32.7,25.4
1952,11,90,8.45,32.68,25.39
1952,12,0,6.75,32.29,25.32
1952,12,10,6.82,32.25,25.28
1952,12,25,6.9,32.2,25.23
1952,12,50,7.13,32.48,25.42
1952,12,75,7.2,32.43,25.37
1952,12,90,7.3,32.61,25.5
1953,1,0,4.8,31.96,25.29
1953,1,10,4.9,32.03,25.33
1953,1,25,4.9,32.1,25.39
1953,1,50,5,32.16,25.42
1953,1,75,5,-99,-99
1953,1,90,4.9,32.12,25.4
1953,2,0,3.08,31.58,25.15
1953,2,10,3.6,31.58,25.1
1953,2,25,3.65,31.62,25.13
1953,2,50,3.75,31.74,25.22
1953,2,75,3.82,31.92,25.35
1953,2,90,3.96,31.98,25.39
1953,3,0,3.25,31.92,25.41
1953,3,10,3.25,31.92,25.41
1953,3,25,3.4,31.98,25.44
1953,3,50,3.48,32.01,25.46
1953,3,75,3.56,32.03,25.47
1953,3,90,4.58,32.36,25.63
1953,4,0,5.05,30.03,23.73
1953,4,10,4.6,31.06,24.59
1953,4,25,4.45,31.26,24.77
1953,4,50,4.42,31.31,24.81
1953,4,75,4.42,32.05,25.4
1953,4,90,4.5,32.18,25.49
1953,5,0,6.1,31.31,24.63
1953,5,10,5.95,31.36,24.68
1953,5,25,5.85,31.4,24.73
1953,5,50,5.79,31.47,24.79
1953,5,75,5.7,31.58,24.89
1953,5,90,5.38,31.87,25.15
1953,6,0,8.12,31.53,24.53
1953,6,10,7.55,31.6,24.67
1953,6,25,7.5,31.65,24.71
1953,6,50,7.35,31.69,24.77
1953,6,75,7.27,31.8,24.86
1953,6,90,6.77,32.05,25.13
1953,7,0,11.88,31.67,24.03
1953,7,10,10.14,31.6,24.28
1953,7,25,9.71,31.73,24.45
1953,7,50,9.59,31.82,24.54
1953,7,75,9.59,31.78,24.51
1953,7,90,8.59,32.03,24.86
1953,8,0,12.35,31.85,24.08
1953,8,10,11.4,31.92,24.31
1953,8,25,11.35,31.96,24.35
1953,8,50,11.28,31.98,24.38
1953,8,75,10.59,32.12,24.61
1953,8,90,10.19,32.29,24.81
1953,9,0,12.79,32.2,24.27
1953,9,10,12.8,32.23,24.29
1953,9,25,12.5,32.27,24.38
1953,9,50,12.5,32.27,24.38
1953,9,75,12.32,32.27,24.41
1953,9,90,11.59,32.54,24.76
1953,10,0,11.45,32.7,24.9
1953,10,10,11.5,32.7,24.9
1953,10,25,11.55,32.7,24.89
1953,10,50,11.55,32.7,24.89
1953,10,75,11.5,32.7,24.9
1953,10,90,11.2,32.7,24.95
1953,11,0,10.05,32.7,25.15
1953,11,10,10.15,32.7,25.13
1953,11,25,10.15,32.7,25.13
1953,11,50,10.11,32.61,25.07
1953,11,75,10.16,32.61,25.06
1953,11,90,10.41,32.86,25.21
1953,12,0,8.7,31.74,24.61
1953,12,10,8.99,31.78,24.6
1953,12,25,9.05,31.83,24.63
1953,12,50,9.14,32,24.75
1953,12,75,9.24,32.14,24.84
1953,12,90,9.19,32.14,24.85
1954,1,0,5.8,32.18,25.35
1954,1,10,5.9,32.14,25.31
1954,1,25,6.15,32.16,25.29
1954,1,50,6.23,32.21,25.32
1954,1,75,6.89,32.23,25.25
1954,1,90,7.23,32.74,25.61
1954,2,0,3.2,32,25.47
1954,2,10,3.55,32,25.44
1954,2,25,3.65,32.03,25.46
1954,2,50,4,32.12,25.5
1954,2,75,4.26,32.12,25.47
1954,2,90,4.56,32.25,25.54
1954,3,0,3.15,31.55,25.12
1954,3,10,3.4,31.53,25.08
1954,3,25,3.45,31.56,25.1
1954,3,50,3.5,31.53,25.07
1954,3,75,3.55,31.6,25.12
1954,3,90,3.52,31.74,25.24
1954,4,0,3.7,31.73,25.21
1954,4,10,3.75,31.73,25.21
1954,4,25,3.8,31.78,25.24
1954,4,50,3.75,31.76,25.23
1954,4,75,3.8,31.89,25.33
1954,4,90,4,32.07,25.46
1954,5,0,5.35,29.61,23.37
1954,5,10,5.34,29.58,23.35
1954,5,25,5.34,29.72,23.46
1954,5,50,4.82,31.62,25.02
1954,5,75,4.82,32.21,25.48
1954,5,90,4.82,32.14,25.43
1954,6,0,9.9,29.49,22.67
1954,6,10,7.29,30.91,24.16
1954,6,25,6.74,31.42,24.63
1954,6,50,6.59,31.44,24.67
1954,6,75,6,32.07,25.24
1954,6,90,5.99,32.29,25.41
1954,7,0,10.3,31.31,24.02
1954,7,10,8.97,31.64,24.49
1954,7,25,8.74,31.69,24.57
1954,7,50,8.47,31.8,24.69
1954,7,75,7.79,32.07,25
1954,7,90,7.38,32.32,25.26
1954,8,0,12.58,31.47,23.74
1954,8,10,12.19,31.51,23.85
1954,8,25,11.48,31.67,24.1
1954,8,50,11.09,31.74,24.22
1954,8,75,9.13,32.57,25.2
1954,8,90,8.71,32.84,25.47
1954,9,0,12.28,32.01,24.22
1954,9,10,11.88,32.12,24.38
1954,9,25,11.75,32.14,24.42
1954,9,50,11.75,32.16,24.43
1954,9,75,11.61,32.16,24.46
1954,9,90,10.88,32.65,24.97
1954,10,0,11.35,32.34,24.64
1954,10,10,10.84,32.56,24.9
1954,10,25,10.79,32.57,24.92
1954,10,50,10.68,32.66,25.01
1954,10,75,10.56,32.84,25.17
1954,10,90,10.53,33.01,25.31
1954,11,0,9.5,31.98,24.68
1954,11,10,9.95,31.98,24.6
1954,11,25,9.95,32,24.62
1954,11,50,10.1,32.23,24.77
1954,11,75,10.08,32.23,24.78
1954,11,90,10.53,32.81,25.15
1954,12,0,7.25,32.12,25.12
1954,12,10,7.56,32.14,25.09
1954,12,25,7.65,32.25,25.16
1954,12,50,7.78,32.34,25.22
1954,12,75,7.81,32.38,25.24
1954,12,90,8.11,32.39,25.21
1955,1,0,5.5,32.1,25.32
1955,1,10,5.8,32.09,25.28
1955,1,25,5.8,32.1,25.29
1955,1,50,5.9,32.14,25.31
1955,1,75,6,32.39,25.49
1955,1,90,6.9,32.66,25.59
1955,2,0,2.8,32.27,25.72
1955,2,10,2.95,32.27,25.71
1955,2,25,3.07,32.27,25.7
1955,2,50,3,32.3,25.73
1955,2,75,3,32.36,25.78
1955,2,90,3.6,32.47,25.81
1955,3,0,2.85,31.74,25.3
1955,3,10,2.9,31.78,25.32
1955,3,25,2.9,31.94,25.45
1955,3,50,3.1,32.14,25.59
1955,3,75,3.1,32.12,25.58
1955,3,90,3.4,32.12,25.55
1955,4,0,3.8,31.29,24.85
1955,4,10,3.9,31.38,24.92
1955,4,25,3.65,31.6,25.12
1955,4,50,3.68,31.73,25.22
1955,4,75,3.62,31.96,25.4
1955,4,90,3.74,31.98,25.41
1955,5,0,5.5,30.21,23.83
1955,5,10,4.8,30.72,24.3
1955,5,25,4.62,31.13,24.65
1955,5,50,5,31.36,24.79
1955,5,75,4.27,31.89,25.29
1955,5,90,4.3,32.09,25.44
