Prince 5, Monthly Means,,,,
year,month,depth,temperature,salinity,sigmaTheta
1955,6,0,7.2,30.07,23.51
1955,6,10,7.3,30.37,23.74
1955,6,25,7.01,30.61,23.96
1955,6,50,6.3,31.33,24.62
1955,6,75,6.15,31.44,24.72
1955,6,90,5.61,32,25.23
1955,7,0,9.4,-99,-99
1955,7,10,9.29,-99,-99
1955,7,25,9.19,-99,-99
1955,7,50,8.34,-99,-99
1955,7,75,7.44,-99,-99
1955,7,90,7.58,-99,-99
1955,8,0,11.55,31.94,24.3
1955,8,10,10.99,31.96,24.41
1955,8,25,10.89,31.94,24.41
1955,8,50,10.49,32.01,24.54
1955,8,75,10.15,32.07,24.64
1955,8,90,8.53,32.59,25.3
1955,9,0,12.15,32.3,24.47
1955,9,10,11.4,32.3,24.6
1955,9,25,11.2,32.34,24.67
1955,9,50,11.04,32.38,24.73
1955,9,75,10.74,32.47,24.85
1955,9,90,9.99,32.77,25.21
1955,10,0,11.2,32.59,24.86
1955,10,10,11.12,32.57,24.86
1955,10,25,11.05,32.59,24.89
1955,10,50,11,32.61,24.92
1955,10,75,10.9,32.81,25.09
1955,10,90,10.2,33.01,25.37
1955,11,0,9.7,32.77,25.26
1955,11,10,9.9,32.75,25.21
1955,11,25,10,32.75,25.2
1955,11,50,9.9,32.81,25.26
1955,11,75,9.8,32.86,25.31
1955,11,90,9.8,32.95,25.39
1955,12,0,6.45,32.94,25.87
1955,12,10,6.79,32.94,25.82
1955,12,25,6.81,32.9,25.79
1955,12,50,6.82,32.97,25.84
1955,12,75,6.81,32.95,25.83
1955,12,90,6.81,32.9,25.79
1956,1,0,3.2,32.18,25.62
1956,1,10,3.2,32.18,25.62
1956,1,25,3.2,32.23,25.66
1956,1,50,3.8,32.32,25.67
1956,1,75,3.8,32.38,25.72
1956,1,90,3.8,32.43,25.76
1956,2,0,2.1,31.76,25.37
1956,2,10,2,31.78,25.39
1956,2,25,2.1,31.85,25.44
1956,2,50,1.8,31.96,25.55
1956,2,75,1.8,32.03,25.61
1956,2,90,1.9,32,25.58
1956,3,0,1.6,31.83,25.46
1956,3,10,1.65,31.85,25.47
1956,3,25,1.7,31.85,25.47
1956,3,50,1.8,31.89,25.49
1956,3,75,1.92,31.92,25.51
1956,3,90,2,31.98,25.55
1956,4,0,2.5,31.38,25.04
1956,4,10,2.12,31.42,25.1
1956,4,25,2.1,31.53,25.19
1956,4,50,2.1,31.67,25.3
1956,4,75,2.1,31.73,25.35
1956,4,90,2.16,31.74,25.35
1956,5,0,3.5,31.09,24.72
1956,5,10,3.41,31.11,24.75
1956,5,25,3.35,31.2,24.82
1956,5,50,3.28,-99,-99
1956,5,75,3.15,31.56,25.13
1956,5,90,3.15,31.55,25.12
1956,6,0,6.2,30.9,24.29
1956,6,10,5.7,30.97,24.4
1956,6,25,5.6,31.04,24.47
1956,6,50,5.55,31.09,24.52
1956,6,75,5.59,31.13,24.54
1956,6,90,4.89,31.83,25.17
1956,7,0,8.05,31.38,24.43
1956,7,10,7.9,31.42,24.48
1956,7,25,7.85,31.4,24.47
1956,7,50,7.85,31.42,24.48
1956,7,75,7.2,31.71,24.8
1956,7,90,6.59,32.2,25.27
1956,8,0,11.7,32.07,24.37
1956,8,10,9.78,32.09,24.72
1956,8,25,9.6,32.1,24.75
1956,8,50,9.25,32.14,24.84
1956,8,75,9,32.21,24.93
1956,8,90,8.08,32.57,25.35
1956,9,0,10.72,32.21,24.65
1956,9,10,10.75,32.23,24.66
1956,9,25,10.48,32.25,24.73
1956,9,50,10.32,32.43,24.89
1956,9,75,10,32.47,24.98
1956,9,90,10,32.54,25.03
1956,10,0,10.08,32.57,25.04
1956,10,10,10.1,32.59,25.05
1956,10,25,10.2,32.61,25.05
1956,10,50,10,32.61,25.09
1956,10,75,9.88,32.77,25.23
1956,10,90,9.68,32.83,25.31
1956,11,0,9.1,32.7,25.3
1956,11,10,9.1,32.77,25.36
1956,11,25,9.3,32.81,25.36
1956,11,50,9.5,32.88,25.38
1956,11,75,9.8,32.88,25.33
1956,11,90,9.8,32.97,25.4
1956,12,0,7.08,32.45,25.4
1956,12,10,7.1,32.47,25.41
1956,12,25,7.15,32.57,25.49
1956,12,50,7.2,32.65,25.54
1956,12,75,7.4,32.65,25.51
1956,12,90,7.6,32.68,25.51
1957,1,0,-99,32.25,-99
1957,1,10,3.75,32.25,25.62
1957,1,25,3.63,32.52,25.85
1957,1,50,3.7,32.54,25.86
1957,1,75,3.5,32.54,25.88
1957,1,90,3.48,32.54,25.88
1957,2,0,1.4,32.23,25.79
1957,2,10,1.6,32.23,25.78
1957,2,25,1.63,32.24,25.79
1957,2,50,1.63,32.21,25.76
1957,2,75,1.75,32.23,25.77
1957,2,90,1.75,32.25,25.79
1957,3,0,2.18,32.27,25.77
1957,3,10,2,32.27,25.78
1957,3,25,2.18,32.3,25.8
1957,3,50,2,32.32,25.82
1957,3,75,2,32.34,25.84
1957,3,90,2,32.34,25.84
1957,4,0,2.8,32.0967,25.5833
1957,4,10,2.7,32.1733,25.6533
1957,4,25,2.71833,32.3183,25.7683
1957,4,50,2.73667,32.41,25.84
1957,4,75,2.86667,32.49,25.8967
1957,4,90,2.57,32.52,25.94
1957,5,0,5.25,31.85,25.08
1957,5,10,4.745,31.855,25.21
1957,5,25,4.5125,31.97,25.325
1957,5,50,4.645,32.025,25.355
1957,5,75,4.57,32.05,25.38
1957,5,90,4.24,32.35,25.655
1957,6,0,7.05,31.81,24.9
1957,6,10,6.58,31.825,24.975
1957,6,25,6.7725,31.8685,24.981
1957,6,50,6.72,31.925,25.035
1957,6,75,6.32,31.96,25.11
1957,6,90,6.095,31.99,25.165
1957,7,0,9.70833,31.7717,24.4767
1957,7,10,9.02333,31.8417,24.6433
1957,7,25,8.78167,31.895,24.72
1957,7,50,8.265,31.97,24.855
1957,7,75,7.67,32.2,25.1217
1957,7,90,7.39,32.344,25.274
1957,8,0,11.1333,32.1133,24.5033
1957,8,10,10.67,32.21,24.66
1957,8,25,10.6267,32.2417,24.6917
1957,8,50,10.4133,32.3267,24.7933
1957,8,75,9.817,32.452,24.9887
1957,8,90,9.22,32.5867,25.19
1957,9,0,11.6,32.5567,24.7667
1957,9,10,11.25,32.5933,24.8567
1957,9,25,11.1983,32.6367,24.9
1957,9,50,11.1133,32.7,24.9633
1957,9,75,10.7767,32.7233,25.0433
1957,9,90,10.6067,32.7733,25.11
1957,10,0,10.9,32.7333,25.03
1957,10,10,10.6367,32.75,25.09
1957,10,25,10.6267,32.7833,25.115
1957,10,50,10.64,32.8267,25.15
1957,10,75,10.5567,32.85,25.18
1957,10,90,10.32,32.89,25.25
1957,11,0,9.75,32.77,25.18
1957,11,10,9.79,32.77,25.18
1957,11,25,9.8375,32.645,25.14
1957,11,50,9.68,32.67,25.185
1957,11,75,9.61,32.745,25.255
1957,11,90,9.8,32.79,25.26
1957,12,0,6.2,32.34,25.43
1957,12,10,6.69,32.34,25.36
1957,12,25,6.67,32.35,25.38
1957,12,50,6.79,32.38,25.38
1957,12,75,6.99,32.5,25.45
1957,12,90,7.27,32.54,25.45
1958,1,0,4.9,32.29,25.54
1958,1,10,5.49,32.29,25.47
1958,1,25,5.53,32.3,25.48
1958,1,50,5.59,32.36,25.52
1958,1,75,5.98,32.59,25.65
1958,1,90,6.34,32.75,25.73
1958,2,0,3,32.16,25.62
1958,2,10,3.18,32.14,25.59
1958,2,25,3.19,32.15,25.59
1958,2,50,3.18,32.16,25.6
1958,2,75,3.1,32.18,25.63
1958,2,90,3.24,32.16,25.6
1958,3,0,3.15,31.725,25.255
1958,3,10,2.72,31.77,25.33
1958,3,25,2.6825,31.74,25.305
1958,3,50,2.625,31.8,25.36
1958,3,75,2.76,31.9,25.435
1958,3,90,2.91,31.985,25.485
1958,4,0,3.65,31.23,24.82
1958,4,10,3.495,31.22,24.83
1958,4,25,3.42,31.26,24.865
1958,4,50,3.44,31.31,24.905
1958,4,75,3.42,31.42,24.995
1958,4,90,3.41,31.575,25.115
1958,5,0,6.53333,30.4333,23.8733
1958,5,10,5.06667,30.91,24.42
1958,5,25,4.875,31.0533,24.5583
1958,5,50,4.69667,31.11,24.6233
1958,5,75,4.51667,31.3633,24.8433
1958,5,90,4.28667,31.5833,25.0433
1958,6,0,6.9,31.36,24.57
1958,6,10,6.68,31.42,24.64
1958,6,25,6.405,31.63,24.84
1958,6,50,6.3,31.64,24.86
1958,6,75,5.91,32.12,25.29
1958,6,90,5.79,32.1,25.29
1958,7,0,10.15,31.69,24.345
1958,7,10,9.5,31.725,24.63
1958,7,25,9.08,31.845,24.635
1958,7,50,8.65,31.97,24.8
1958,7,75,8.54,32.105,24.92
1958,7,90,7.96,32.31,25.165
1958,8,0,11.6,31.82,24.195
1958,8,10,10.69,31.845,24.375
1958,8,25,10.6,31.9775,24.495
1958,8,50,10.375,32.12,24.64
1958,8,75,9.945,32.25,24.815
1958,8,90,9.39,32.5,25.095
1958,9,0,11.7,32.075,24.37
1958,9,10,10.82,32.185,24.615
1958,9,25,10.78,32.2625,24.6825
1958,9,50,10.65,32.27,24.715
1958,9,75,10.795,32.385,24.775
1958,9,90,10.04,32.525,25.015
1958,10,0,10.6,32.43,24.8433
1958,10,10,10.3833,32.34,24.8
1958,10,25,10.34,32.355,24.825
1958,10,50,10.2667,32.5267,24.9767
1958,10,75,10.2233,32.5667,25.0133
1958,10,90,10.1633,32.62,25.0667
1958,11,0,8.8,32.39,25.11
1958,11,10,8.795,32.375,25.095
1958,11,25,8.8425,32.375,25.0875
1958,11,50,8.945,32.395,25.085
1958,11,75,8.975,32.42,25.105
1958,11,90,9.265,32.645,25.235
1958,12,0,-99,32.34,-99
1958,12,10,6.17,32.41,25.49
1958,12,25,6.5,-99,-99
1958,12,50,6.24,32.39,25.46
1958,12,75,6.34,32.41,25.46
1958,12,90,6.44,32.41,25.45
1959,1,0,2.9,32.41,25.83
1959,1,10,3.79,32.47,25.79
1959,1,25,3.15,32.48,25.86
1959,1,50,3.05,32.48,25.87
1959,1,75,3.63,32.56,25.88
1959,1,90,3.69,32.59,25.9
1959,2,0,1.4,32.18,25.75
1959,2,10,1.29,32.18,25.76
1959,2,25,1.38,32.18,25.75
1959,2,50,1.5,32.25,25.8
1959,2,75,1.61,32.25,25.8
1959,2,90,2.17,32.3,25.8
1959,3,0,1.4,32.12,25.71
1959,3,10,0.71,32.12,25.75
1959,3,25,0.75,32.2,25.81
1959,3,50,0.81,32.2,25.81
1959,3,75,0.62,32.2,25.82
1959,3,90,0.76,32.2,25.81
1959,4,0,2.2,30.46,24.32
1959,4,10,1.8,30.48,24.37
1959,4,25,1.79,31.36,25.07
1959,4,50,1.87,31.62,25.27
1959,4,75,1.81,32.1,25.66
1959,4,90,1.8,32.25,25.78
1959,6,0,6.6,-99,-99
1959,6,10,6.24,-99,-99
1959,6,25,5.94,-99,-99
1959,6,50,5.81,-99,-99
1959,6,75,5.34,-99,-99
1959,6,90,4.65,-99,-99
1959,7,0,8.9,31.71,24.56
1959,7,10,7.74,31.69,24.71
1959,7,25,7.58,31.74,24.77
1959,7,50,7.19,31.73,24.82
1959,7,75,6.99,31.98,25.04
1959,7,90,6.48,32.34,25.39
1959,8,0,11.1,31.78,24.25
1959,8,10,10.65,31.83,24.37
1959,8,25,10.28,31.87,24.46
1959,8,50,9.66,31.96,24.63
1959,8,75,8.87,32.16,24.92
1959,8,90,7.16,32.61,25.52
1959,9,0,11.6,31.92,24.27
1959,9,10,10.8,31.94,24.43
1959,9,25,10.4,32.01,24.55
1959,9,50,9.9,32.14,24.74
1959,9,75,8.8,32.5,25.19
1959,9,90,8.4,32.72,25.42
1959,10,0,9.9,32.36,24.91
1959,10,10,9.8,32.39,24.95
1959,10,25,9.8,32.39,24.95
1959,10,50,9.75,32.43,24.99
1959,10,75,9.64,32.52,25.08
1959,10,90,9.57,32.52,25.09
1959,11,0,8.8,32.1,24.88
1959,11,10,8.87,32.1,24.87
1959,11,25,8.9,32.12,24.88
1959,11,50,8.89,32.2,24.94
1959,11,75,8.86,32.27,25
1959,11,90,8.85,32.39,25.1
1959,12,0,7,31.58,24.73
1959,12,10,7.04,31.58,24.72
1959,12,25,7.08,31.58,24.72
1959,12,50,7.16,31.73,24.82
1959,12,75,7.27,31.78,24.85
1959,12,90,7.26,31.85,24.9
1960,1,0,3.9,32.12,25.51
1960,1,10,4.44,32.23,25.54
1960,1,25,4.43,32.23,25.54
1960,1,50,4.47,32.25,25.55
1960,1,75,4.7,32.34,25.6
1960,1,90,5.06,32.5,25.69
1960,2,0,2.8,31.71,25.28
1960,2,10,2.78,31.67,25.25
1960,2,25,2.79,31.62,25.2
1960,2,50,2.8,31.78,25.33
1960,2,75,2.98,31.8,25.33
1960,2,90,3.38,32.12,25.55
1960,3,0,1.8,31.36,25.07
1960,3,10,1.74,31.4,25.11
1960,3,25,1.72,31.44,25.14
1960,3,50,1.73,31.49,25.18
1960,3,75,1.8,31.49,25.17
1960,3,90,1.8,31.64,25.29
1960,4,0,3,30.81,24.54
1960,4,10,2.59,31.26,24.93
1960,4,25,2.56,31.26,24.94
1960,4,50,2.52,31.29,24.96
1960,4,75,2.58,31.55,25.17
1960,4,90,2.52,31.8,25.37
1960,5,0,5.8,29.16,22.96
1960,5,10,5.14,29.78,23.53
1960,5,25,4.31,30.77,24.39
1960,5,50,4.3,30.81,24.43
1960,5,75,4.24,30.93,24.53
1960,5,90,3.63,31.47,25.01
1960,6,0,6.8,31.36,24.58
1960,6,10,6.44,31.38,24.64
1960,6,25,6.41,31.38,24.64
1960,6,50,6.4,31.4,24.66
1960,6,75,6.4,31.36,24.63
1960,6,90,6.38,31.36,24.63
1960,7,0,9.8,31.47,24.23
1960,7,10,9.04,31.47,24.35
1960,7,25,8.36,31.71,24.64
1960,7,50,8.27,31.69,24.64
1960,7,75,8.29,31.73,24.67
1960,7,90,7.15,32.07,25.09
1960,8,0,10.7,31.89,24.41
1960,8,10,10.77,31.89,24.4
1960,8,25,10.01,32,24.61
1960,8,50,9.87,32.03,24.66
1960,8,75,9.84,32.05,24.68
1960,8,90,9.76,32.07,24.7
1960,9,0,12,32.21,24.42
1960,9,10,11.67,32.21,24.48
1960,9,25,11.01,32.27,24.65
1960,9,50,10.66,32.32,24.75
1960,9,75,9.52,32.63,25.18
1960,9,90,9.31,32.63,25.21
1960,10,0,10.1,32.65,25.1
1960,10,10,10.2,32.65,25.08
1960,10,25,10.15,32.67,25.11
1960,10,50,10.2,32.7,25.12
1960,10,75,10.1,32.75,25.18
1960,10,90,9.95,32.75,25.2
1960,11,0,8.9,32.32,25.04
1960,11,10,8.85,32.34,25.06
1960,11,25,8.9,32.36,25.07
1960,11,50,9,32.47,25.14
1960,11,75,9,32.66,25.29
1960,11,90,8.9,32.57,25.23
1960,12,0,6.6,32.84,25.77
1960,12,10,6.55,32.86,25.79
1960,12,25,6.6,32.88,25.8
1960,12,50,6.7,32.84,25.76
1960,12,75,6.7,32.86,25.77
1960,12,90,6.9,33.06,25.9
1961,1,0,4.1,32.3,25.63
1961,1,10,4.1,32.34,25.66
1961,1,25,4.41,32.45,25.72
1961,1,50,4.5,32.48,25.73
1961,1,75,4.68,32.5,25.73
1961,1,90,4.96,32.66,25.82
1961,2,0,1.8,32.66,26.11
1961,2,10,1.5,32.63,26.11
1961,2,25,1.39,32.64,26.12
1961,2,50,1.39,32.68,26.16
1961,2,75,1.57,32.66,26.13
1961,2,90,1.55,32.65,26.12
1961,3,0,0.9,31.35,25.12
1961,3,10,0.69,32.09,25.72
1961,3,25,0.75,32.12,25.74
1961,3,50,1.5,32.2,25.76
1961,3,75,1.3,32.2,25.78
1961,3,90,1.25,32.86,26.31
1961,4,0,1.7,31.82,25.45
1961,4,10,1.36,31.8,25.45
1961,4,25,1.39,31.78,25.43
1961,4,50,1.34,31.76,25.42
1961,4,75,1.09,31.98,25.61
1961,4,90,0.99,32.05,25.67
1961,5,0,3.6,30.95,24.6
1961,5,10,3.06,31,24.69
1961,5,25,2.95,31.2,24.86
1961,5,50,2.87,31.27,24.92
1961,5,75,2.85,31.42,25.04
1961,5,90,2.78,31.33,24.97
1961,6,0,6.7,30.28,23.74
1961,6,10,4.66,30.82,24.4
1961,6,25,4.63,30.82,24.4
1961,6,50,4.54,30.99,24.55
1961,6,75,4.08,31.29,24.83
1961,6,90,3.96,31.44,24.96
1961,7,0,8.8,31.27,24.23
1961,7,10,7.53,31.29,24.43
1961,7,25,7.47,31.36,24.49
1961,7,50,6.95,31.6,24.75
1961,7,75,6.86,31.56,24.73
1961,7,90,6.04,32.01,25.19
1961,8,0,11.1,31.71,24.2
1961,8,10,8.94,31.73,24.57
1961,8,25,9.8,31.85,24.53
1961,8,50,8.97,31.96,24.74
1961,8,75,8.98,31.98,24.76
1961,8,90,8.35,32.23,25.05
1961,9,0,10.9,32.16,24.58
1961,9,10,10.77,32.16,24.61
1961,9,25,10.3,32.23,24.74
1961,9,50,9.96,32.3,24.85
1961,9,75,9.9,32.3,24.86
1961,9,90,9.5,32.43,25.03
1961,10,0,11.1,31.65,24.15
1961,10,10,10.12,32.36,24.87
1961,10,25,10.17,32.36,24.86
1961,10,50,10.18,32.48,24.96
1961,10,75,10.5,32.61,25
1961,10,90,10.79,32.75,25.06
1961,11,0,8.9,32.18,24.93
1961,11,10,8.85,32.23,24.97
1961,11,25,8.79,32.18,24.94
1961,11,50,8.76,32.25,25
1961,11,75,8.79,32.3,25.04
1961,11,90,8.6,32.3,25.07
1961,12,0,7,31.85,24.94
1961,12,10,7.02,31.87,24.95
1961,12,25,7.04,31.94,25
1961,12,50,7.1,32,25.04
1961,12,75,7.12,32,25.04
1961,12,90,7.05,32,25.05
1962,1,0,5,32.03,25.32
1962,1,10,4.6,32.01,25.35
1962,1,25,4.82,32.07,25.37
1962,1,50,4.91,32.03,25.33
1962,1,75,5.18,32.1,25.36
1962,1,90,5.24,32.84,25.94
1962,2,0,1.85,31.94,25.53
1962,2,10,1.8,31.96,25.55
1962,2,25,1.86,32.03,25.6
1962,2,50,1.9,32.07,25.63
1962,2,75,2.24,31.98,25.54
1962,2,90,2.21,32.09,25.63
1962,3,0,1.8,31.92,25.52
1962,3,10,1.8,31.96,25.55
1962,3,25,1.81,31.96,25.55
1962,3,50,1.76,32.07,25.64
1962,3,75,1.72,32.07,25.64
1962,3,90,1.74,32.07,25.64
1962,4,0,3.3,30.7,24.43
1962,4,10,2.29,30.86,24.64
1962,4,25,2.28,30.93,24.69
1962,4,50,2.11,31.38,25.06
1962,4,75,2.29,31.94,25.5
1962,4,90,2.26,32.01,25.56
1962,5,0,5.5,30.64,24.17
1962,5,10,4,31.08,24.67
1962,5,25,3.87,31.2,24.78
1962,5,50,3.69,31.44,24.98
1962,5,75,3.52,31.58,25.11
1962,5,90,3.15,31.71,25.25
1962,6,0,7.4,30.99,24.21
1962,6,10,6.8,31.31,24.54
1962,6,25,6.18,31.51,24.77
1962,6,50,5.62,31.51,24.84
1962,6,75,5.16,31.89,25.19
1962,6,90,4.91,31.89,25.22
1962,7,0,10.3,31.51,24.18
1962,7,10,8.3,31.62,24.58
1962,7,25,7.89,31.65,24.66
1962,7,50,7.56,31.78,24.81
1962,7,75,6.97,-99,-99
1962,7,90,6.7,32.07,25.15
1962,8,0,11.45,31.6,24.05
1962,8,10,10.2,31.65,24.3
1962,8,25,9.75,31.73,24.44
1962,8,50,9.23,31.89,24.65
1962,8,75,8.34,32.5,25.26
1962,8,90,7.75,32.59,25.42
1962,9,0,11.6,31.87,24.23
1962,9,10,10.83,31.91,24.4
1962,9,25,10.57,32,24.52
1962,9,50,10.32,32.03,24.58
1962,9,75,9.98,32.14,24.72
1962,9,90,9.89,32.14,24.74
1962,10,0,10.65,31.8,24.35
1962,10,10,10.53,31.87,24.42
1962,10,25,10.6,31.94,24.46
1962,10,50,10.62,31.91,24.44
1962,10,75,10.62,32.01,24.51
1962,10,90,10.51,32.05,24.56
1962,11,0,8.4,31.55,24.51
1962,11,10,8.74,31.55,24.46
1962,11,25,8.82,31.56,24.45
1962,11,50,8.79,31.62,24.5
1962,11,75,8.81,31.69,24.56
1962,11,90,8.82,31.76,24.61
1962,12,0,7.1,-99,-99
1962,12,10,7.34,-99,-99
1962,12,25,7.43,-99,-99
1962,12,50,7.51,-99,-99
1962,12,75,7.56,-99,-99
1962,12,90,7.54,-99,-99
1963,1,0,4.3,31.58,25.04
1963,1,10,4.28,31.62,25.07
1963,1,25,4.62,31.73,25.12
1963,1,50,4.89,31.87,25.21
1963,1,75,4.99,31.89,25.21
1963,1,90,5.29,31.94,25.22
1963,2,0,2.5,31.69,25.28
1963,2,10,2.44,31.69,25.29
1963,2,25,2.35,31.74,25.34
1963,2,50,2.35,31.74,25.34
1963,2,75,2.53,31.76,25.34
1963,2,90,2.57,31.76,25.33
1963,3,0,2,31.69,25.32
1963,3,10,1.9,31.8,25.42
1963,3,25,1.9,31.78,25.4
1963,3,50,1.9,31.8,25.42
1963,3,75,1.94,31.91,25.5
1963,3,90,2.02,32,25.57
1963,4,0,3.5,31.58,25.11
1963,4,10,3.22,31.78,25.3
1963,4,25,3.3,31.78,25.29
1963,4,50,3.21,31.8,25.31
1963,4,75,3.24,31.94,25.42
1963,4,90,3.42,32.38,25.76
1963,5,0,4.5,30.44,24.11
1963,5,10,4.23,30.99,24.58
1963,5,25,4.27,31.13,24.68
1963,5,50,4.19,31.36,24.87
1963,5,75,4.03,31.4,24.92
1963,5,90,3.93,32.14,25.52
1963,6,0,6.7,31.27,24.52
1963,6,10,6.51,31.4,24.65
1963,6,25,6.52,31.4,24.65
1963,6,50,6.09,31.53,24.8
1963,6,75,5.83,32.23,25.38
1963,6,90,5.02,32.86,25.98
1963,7,0,8.6,31.82,24.69
1963,7,10,8.42,31.8,24.7
1963,7,25,8.16,31.83,24.76
1963,7,50,8.02,31.91,24.85
1963,7,75,7.83,31.91,24.87
1963,7,90,6.66,32.45,25.46
1963,8,0,10.2,32.16,24.7
1963,8,10,10.1,32.2,24.75
1963,8,25,10.09,32.16,24.72
1963,8,50,9.98,32.16,24.74
1963,8,75,10.02,32.16,24.73
1963,8,90,9.12,32.38,25.05
1963,9,0,10.9,32.2,24.61
1963,9,10,10.61,32.36,24.79
1963,9,25,10.59,32.41,24.83
1963,9,50,10.42,32.48,24.91
1963,9,75,10.11,32.65,25.1
1963,9,90,9.12,33.04,25.57
1963,10,0,10.3,32.34,24.83
1963,10,10,10.19,32.47,24.95
1963,10,25,10.22,32.5,24.96
1963,10,50,10.17,32.52,24.99
1963,10,75,10.12,32.68,25.12
1963,10,90,9.95,32.77,25.22
1963,11,0,9.2,30.88,23.86
1963,11,10,9.21,31.42,24.28
1963,11,25,9.35,31.49,24.32
1963,11,50,9.23,31.69,24.49
1963,11,75,9.06,32.63,25.25
1963,11,90,9.08,32.72,25.32
1963,12,0,6,31.82,25.04
1963,12,10,5.53,31.83,25.1
1963,12,25,6.64,31.96,25.07
1963,12,50,6.71,32.05,25.13
1963,12,75,6.92,32.1,25.15
1963,12,90,6.98,32.1,25.14
1964,1,0,3.4,32.39,25.77
1964,1,10,2.55,32.39,25.84
1964,1,25,3.53,32.41,25.77
1964,1,50,3.72,32.47,25.8
1964,1,75,4,32.47,25.77
1964,1,90,4.28,32.57,25.83
1964,2,0,1.9,32.12,25.67
1964,2,10,1.93,32.3,25.81
1964,2,25,2.44,32.32,25.79
1964,2,50,2.58,32.39,25.84
1964,2,75,2.75,32.39,25.82
1964,2,90,3.02,32.41,25.82
1964,3,0,1.4,32.07,25.67
1964,3,10,1.44,32.03,25.63
1964,3,25,1.51,32.07,25.66
1964,3,50,1.5,32.12,25.7
1964,3,75,1.54,32.12,25.7
1964,3,90,1.63,32.12,25.69
1964,4,0,2.2,31.53,25.18
1964,4,10,1.93,31.64,25.29
1964,4,25,1.88,31.62,25.27
1964,4,50,1.78,31.62,25.28
1964,4,75,1.78,31.78,25.41
1964,4,90,1.78,31.78,25.41
1964,5,0,4.4,30.41,24.1
1964,5,10,3.59,30.9,24.56
1964,5,25,3.64,30.91,24.57
1964,5,50,3.95,31.06,24.66
1964,5,75,3.01,31.42,25.03
1964,5,90,2.68,31.69,25.27
1964,6,0,6.1,31.38,24.68
1964,6,10,5.74,31.44,24.77
1964,6,25,5.25,31.56,24.92
1964,6,50,5.19,31.64,24.99
1964,6,75,4.91,31.76,25.12
1964,6,90,4.78,31.82,25.18
1964,7,0,7.8,31.78,24.77
1964,7,10,7.14,31.82,24.9
1964,7,25,7.61,31.89,24.89
1964,7,50,6.83,31.92,25.02
1964,7,75,6.68,31.94,25.05
1964,7,90,5.53,32.3,25.48
1964,8,0,8.8,32.09,24.87
1964,8,10,8.77,32.1,24.88
1964,8,25,8.71,32.09,24.88
1964,8,50,8.67,32.09,24.89
1964,8,75,8.15,32.21,25.06
1964,8,90,7.97,32.23,25.1
1964,9,0,10.2,32.07,24.63
1964,9,10,9.97,32.16,24.74
1964,9,25,9.71,32.18,24.8
1964,9,50,9.34,32.23,24.9
1964,9,75,9.18,32.23,24.92
1964,9,90,8.27,32.48,25.26
1964,10,0,9.4,32.27,24.92
1964,10,10,9.4,32.27,24.92
1964,10,25,9.37,32.36,24.99
1964,10,50,9.14,32.32,25
1964,10,75,8.88,32.41,25.11
1964,10,90,8.21,32.66,25.41
1964,11,0,8.2,-99,-99
1964,11,10,8.43,-99,-99
1964,11,25,8.37,32.25,25.06
1964,11,50,8.35,32.25,25.06
1964,11,75,8.3,32.45,25.23
1964,11,90,7.92,32.56,25.37
1964,12,0,4.9,31.98,25.29
1964,12,10,4.94,31.98,25.29
1964,12,25,5.05,31.98,25.28
1964,12,50,5.03,32.03,25.32
1964,12,75,5.19,32.12,25.37
1964,12,90,5.24,32.14,25.38
1965,1,0,2.9,31.71,25.27
1965,1,10,3.15,31.79,25.31
1965,1,25,3.22,31.76,25.28
1965,1,50,3.21,31.71,25.24
1965,1,75,3.37,31.83,25.32
1965,1,90,3.74,31.85,25.31
1965,2,0,0.6,31.51,25.26
1965,2,10,1.16,-99,-99
1965,2,25,1.12,-99,-99
1965,2,50,1.1,31.74,25.42
1965,2,75,1.27,31.74,25.41
1965,2,90,1.55,31.85,25.48
1965,3,0,1.4,31.35,25.09
1965,3,10,1.22,31.35,25.1
1965,3,25,1.21,31.36,25.11
1965,3,50,1.2,31.4,25.14
1965,3,75,1.22,31.46,25.19
1965,3,90,1.68,31.8,25.43
1965,4,0,2.4,31.62,25.24
1965,4,10,2.24,31.6,25.23
1965,4,25,2.14,31.69,25.31
1965,4,50,1.99,31.74,25.36
1965,4,75,2.18,31.8,25.4
1965,4,90,2.14,32.05,25.6
1965,5,0,4.2,31.36,24.87
1965,5,10,3.3,31.58,25.13
1965,5,25,3.15,31.51,25.09
1965,5,50,3.07,31.67,25.22
1965,5,75,2.99,31.74,25.28
1965,5,90,2.85,31.91,25.43
1965,6,0,6,31.47,24.76
1965,6,10,5.56,31.47,24.82
1965,6,25,5.02,31.58,24.96
1965,6,50,4.93,31.56,24.96
1965,6,75,4.89,31.65,25.03
1965,6,90,4.38,31.8,25.2
1965,7,0,8.5,31.8,24.69
1965,7,10,7.48,31.71,24.76
1965,7,25,7.06,31.76,24.86
1965,7,50,7.09,31.78,24.87
1965,7,75,7.02,31.89,24.97
1965,7,90,5.46,31.89,25.16
1965,8,0,9.9,31.92,24.56
1965,8,10,9.09,31.94,24.71
1965,8,25,9.17,31.96,24.71
1965,8,50,8.23,32.1,24.96
1965,8,75,8.24,32.14,24.99
1965,8,90,8.17,32.07,24.95
1965,9,0,10.7,32.01,24.5
1965,9,10,10.28,32.12,24.66
1965,9,25,10.1,32.16,24.72
1965,9,50,9.03,32.38,25.06
1965,9,75,8.41,32.45,25.21
