44.7833 -66.9
43.8333 -66.9
43.8333 -67.666
42.3333 -67.666
42.3333 -66 
42     -65.6666
42.25  -65.6
43.4   -65.6
44.4   -66 
45.1   -64.7
45.5   -65.1
44.7833 -66.9
