44.3333 -63.3333
42.5   -63.3333
43.5   -59    
44.1667 -59    
44.1667 -60    
45.6666 -60    
45.7333 -60.25 
45.65  -61.3  
45.25  -61    
44.5   -63.5  
44.3333 -63.3333
