45.7166 -60.25
45.6666 -60  
44.1666 -60  
44.1666 -59  
43.5   -59  
44.33  -56.038
47.8333 -60  
47.0333 -60.4
46.2   -60.2
46.2   -59.86
45.86  -59.86
45.7166 -60.25
